retailer,retailer_id,invoice_date,region,state,city,product,price_per_unit,units_sold,total_sales,operating_profit,sales_method,unique_transaction_key
Sports Direct,1185732,2021-12-06,Northeast,Rhode Island,Providence,Women's Street Footwear,50.0,275,13750,5500,In-store,1185732_2021-12-06_Women's Street Footwear_In-store_Providence_275_50.0
Sports Direct,1185732,2021-04-14,Northeast,Massachusetts,Boston,Women's Apparel,40.0,275,11000,3300,In-store,1185732_2021-04-14_Women's Apparel_In-store_Boston_275_40.0
Sports Direct,1185732,2021-07-13,Northeast,Massachusetts,Boston,Women's Street Footwear,45.0,275,12375,3094,In-store,1185732_2021-07-13_Women's Street Footwear_In-store_Boston_275_45.0
Sports Direct,1185732,2021-08-14,Northeast,Massachusetts,Boston,Women's Street Footwear,45.0,275,12375,3094,In-store,1185732_2021-08-14_Women's Street Footwear_In-store_Boston_275_45.0
Amazon,1185732,2021-11-14,Northeast,Massachusetts,Boston,Women's Athletic Footwear,55.0,275,15125,3781,In-store,1185732_2021-11-14_Women's Athletic Footwear_In-store_Boston_275_55.0
Amazon,1185732,2021-02-12,Northeast,Massachusetts,Boston,Women's Street Footwear,35.0,275,9625,3369,In-store,1185732_2021-02-12_Women's Street Footwear_In-store_Boston_275_35.0
Amazon,1185732,2021-03-10,Northeast,Vermont,Burlington,Women's Street Footwear,35.0,275,9625,3369,In-store,1185732_2021-03-10_Women's Street Footwear_In-store_Burlington_275_35.0
Amazon,1185732,2021-03-10,Northeast,Vermont,Burlington,Women's Apparel,45.0,275,12375,4950,In-store,1185732_2021-03-10_Women's Apparel_In-store_Burlington_275_45.0
Amazon,1185732,2021-05-10,Northeast,Vermont,Burlington,Men's Athletic Footwear,55.0,275,15125,6806,In-store,1185732_2021-05-10_Men's Athletic Footwear_In-store_Burlington_275_55.0
Amazon,1185732,2021-05-10,Northeast,Vermont,Burlington,Men's Apparel,60.0,275,16500,5775,In-store,1185732_2021-05-10_Men's Apparel_In-store_Burlington_275_60.0
Amazon,1185732,2021-11-11,Northeast,Vermont,Burlington,Men's Apparel,70.0,275,19250,6738,In-store,1185732_2021-11-11_Men's Apparel_In-store_Burlington_275_70.0
Amazon,1185732,2021-02-19,Northeast,New Hampshire,Manchester,Men's Apparel,60.0,275,16500,4950,In-store,1185732_2021-02-19_Men's Apparel_In-store_Manchester_275_60.0
Amazon,1185732,2021-03-17,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,50.0,275,13750,5500,In-store,1185732_2021-03-17_Men's Athletic Footwear_In-store_Manchester_275_50.0
Amazon,1185732,2021-05-17,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,55.0,275,15125,4538,In-store,1185732_2021-05-17_Women's Athletic Footwear_In-store_Manchester_275_55.0
Amazon,1185732,2021-08-18,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,55.0,275,15125,4538,Outlet,1185732_2021-08-18_Women's Athletic Footwear_Outlet_Manchester_275_55.0
Foot Locker,1185732,2021-02-22,Northeast,New Hampshire,Manchester,Women's Street Footwear,45.0,275,12375,3094,Outlet,1185732_2021-02-22_Women's Street Footwear_Outlet_Manchester_275_45.0
West Gear,1185732,2021-11-10,Midwest,Indiana,Indianapolis,Women's Street Footwear,35.0,270,9450,3308,In-store,1185732_2021-11-10_Women's Street Footwear_In-store_Indianapolis_270_35.0
Sports Direct,1185732,2021-11-07,Northeast,New Jersey,Newark,Women's Street Footwear,50.0,270,13500,5400,In-store,1185732_2021-11-07_Women's Street Footwear_In-store_Newark_270_50.0
Foot Locker,1185732,2021-06-29,Midwest,Illinois,Chicago,Women's Apparel,65.0,250,16250,8125,Outlet,1185732_2021-06-29_Women's Apparel_Outlet_Chicago_250_65.0
Foot Locker,1185732,2021-07-01,Midwest,Illinois,Chicago,Men's Athletic Footwear,45.0,250,11250,3938,Outlet,1185732_2021-07-01_Men's Athletic Footwear_Outlet_Chicago_250_45.0
Foot Locker,1185732,2021-07-08,Midwest,Illinois,Chicago,Women's Street Footwear,40.0,250,10000,3500,Outlet,1185732_2021-07-08_Women's Street Footwear_Outlet_Chicago_250_40.0
Foot Locker,1185732,2021-07-14,Midwest,Illinois,Chicago,Women's Street Footwear,40.0,250,10000,3500,Outlet,1185732_2021-07-14_Women's Street Footwear_Outlet_Chicago_250_40.0
Foot Locker,1185732,2021-07-23,Midwest,Illinois,Chicago,Women's Apparel,55.0,250,13750,6875,Outlet,1185732_2021-07-23_Women's Apparel_Outlet_Chicago_250_55.0
Foot Locker,1185732,2021-07-25,Midwest,Illinois,Chicago,Men's Athletic Footwear,50.0,250,12500,4375,Outlet,1185732_2021-07-25_Men's Athletic Footwear_Outlet_Chicago_250_50.0
Foot Locker,1185732,2021-07-29,Midwest,Illinois,Chicago,Women's Apparel,65.0,250,16250,8125,Outlet,1185732_2021-07-29_Women's Apparel_Outlet_Chicago_250_65.0
Foot Locker,1185732,2021-07-31,Midwest,Illinois,Chicago,Men's Athletic Footwear,50.0,250,12500,4375,Outlet,1185732_2021-07-31_Men's Athletic Footwear_Outlet_Chicago_250_50.0
Foot Locker,1185732,2021-08-04,Midwest,Illinois,Chicago,Women's Apparel,65.0,250,16250,8125,Outlet,1185732_2021-08-04_Women's Apparel_Outlet_Chicago_250_65.0
Foot Locker,1185732,2021-08-07,Midwest,Illinois,Chicago,Women's Street Footwear,50.0,250,12500,4375,Outlet,1185732_2021-08-07_Women's Street Footwear_Outlet_Chicago_250_50.0
Foot Locker,1185732,2021-11-20,Northeast,Pennsylvania,Philadelphia,Women's Apparel,70.0,250,17500,5250,Outlet,1185732_2021-11-20_Women's Apparel_Outlet_Philadelphia_250_70.0
Foot Locker,1185732,2021-11-22,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,60.0,250,15000,5250,Outlet,1185732_2021-11-22_Men's Athletic Footwear_Outlet_Philadelphia_250_60.0
Foot Locker,1185732,2021-12-26,Northeast,Pennsylvania,Philadelphia,Women's Apparel,75.0,250,18750,5625,Outlet,1185732_2021-12-26_Women's Apparel_Outlet_Philadelphia_250_75.0
West Gear,1128299,2020-01-06,West,Nevada,Las Vegas,Men's Apparel,50.0,250,12500,6875,Outlet,1128299_2020-01-06_Men's Apparel_Outlet_Las Vegas_250_50.0
West Gear,1128299,2020-05-30,West,Washington,Seattle,Men's Apparel,55.0,250,13750,3438,In-store,1128299_2020-05-30_Men's Apparel_In-store_Seattle_250_55.0
Foot Locker,1185732,2020-12-05,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,40.0,250,10000,3000,Outlet,1185732_2020-12-05_Men's Athletic Footwear_Outlet_Minneapolis_250_40.0
Foot Locker,1185732,2021-07-27,Midwest,Nebraska,Omaha,Men's Athletic Footwear,40.0,250,10000,3500,Outlet,1185732_2021-07-27_Men's Athletic Footwear_Outlet_Omaha_250_40.0
Foot Locker,1185732,2021-07-31,Midwest,Nebraska,Omaha,Women's Apparel,55.0,250,13750,6875,Outlet,1185732_2021-07-31_Women's Apparel_Outlet_Omaha_250_55.0
Sports Direct,1197831,2021-08-11,South,Alabama,Birmingham,Men's Apparel,40.0,250,10000,3500,Outlet,1197831_2021-08-11_Men's Apparel_Outlet_Birmingham_250_40.0
Sports Direct,1197831,2021-08-17,South,Alabama,Birmingham,Men's Apparel,40.0,250,10000,4000,Outlet,1197831_2021-08-17_Men's Apparel_Outlet_Birmingham_250_40.0
Amazon,1185732,2021-10-13,South,Alabama,Birmingham,Men's Athletic Footwear,40.0,250,10000,3500,Outlet,1185732_2021-10-13_Men's Athletic Footwear_Outlet_Birmingham_250_40.0
Amazon,1185732,2021-10-17,Northeast,Maine,Portland,Women's Apparel,40.0,250,10000,4000,Outlet,1185732_2021-10-17_Women's Apparel_Outlet_Portland_250_40.0
Amazon,1185732,2021-10-23,Northeast,Maine,Portland,Women's Apparel,40.0,250,10000,4000,Outlet,1185732_2021-10-23_Women's Apparel_Outlet_Portland_250_40.0
Amazon,1185732,2021-12-28,Northeast,Maine,Portland,Men's Athletic Footwear,50.0,250,12500,4375,Outlet,1185732_2021-12-28_Men's Athletic Footwear_Outlet_Portland_250_50.0
Amazon,1185732,2021-11-18,Northeast,Maine,Portland,Women's Apparel,70.0,250,17500,7000,Outlet,1185732_2021-11-18_Women's Apparel_Outlet_Portland_250_70.0
Amazon,1185732,2021-12-17,Northeast,Maine,Portland,Women's Street Footwear,55.0,250,13750,5500,Outlet,1185732_2021-12-17_Women's Street Footwear_Outlet_Portland_250_55.0
Amazon,1185732,2021-02-22,West,Alaska,Anchorage,Men's Apparel,65.0,250,16250,4063,Outlet,1185732_2021-02-22_Men's Apparel_Outlet_Anchorage_250_65.0
Amazon,1185732,2021-03-20,West,Alaska,Anchorage,Men's Athletic Footwear,55.0,250,13750,4813,Outlet,1185732_2021-03-20_Men's Athletic Footwear_Outlet_Anchorage_250_55.0
Amazon,1185732,2021-05-20,West,Alaska,Anchorage,Women's Athletic Footwear,55.0,250,13750,3438,Outlet,1185732_2021-05-20_Women's Athletic Footwear_Outlet_Anchorage_250_55.0
Amazon,1185732,2021-08-21,West,Alaska,Anchorage,Women's Athletic Footwear,55.0,250,13750,3438,Outlet,1185732_2021-08-21_Women's Athletic Footwear_Outlet_Anchorage_250_55.0
Foot Locker,1128299,2021-04-10,West,Hawaii,Honolulu,Women's Athletic Footwear,50.0,250,12500,3125,Outlet,1128299_2021-04-10_Women's Athletic Footwear_Outlet_Honolulu_250_50.0
Walmart,1128299,2021-10-10,West,Hawaii,Honolulu,Men's Apparel,65.0,250,16250,2438,Outlet,1128299_2021-10-10_Men's Apparel_Outlet_Honolulu_250_65.0
Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Women's Athletic Footwear,60.0,250,15000,4500,In-store,1128299_2021-09-18_Women's Athletic Footwear_In-store_Orlando_250_60.0
Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Women's Athletic Footwear,50.0,250,12500,4375,In-store,1128299_2021-03-23_Women's Athletic Footwear_In-store_Richmond_250_50.0
Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Women's Apparel,75.0,250,18750,5625,In-store,1128299_2021-08-24_Women's Apparel_In-store_Richmond_250_75.0
Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Women's Street Footwear,50.0,250,12500,4375,In-store,1128299_2021-09-25_Women's Street Footwear_In-store_Richmond_250_50.0
Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Women's Apparel,45.0,250,11250,3375,In-store,1128299_2021-09-25_Women's Apparel_In-store_Richmond_250_45.0
Foot Locker,1185732,2021-03-17,Midwest,Missouri,St. Louis,Men's Apparel,45.0,250,11250,3938,In-store,1185732_2021-03-17_Men's Apparel_In-store_St. Louis_250_45.0
Foot Locker,1185732,2021-05-19,Midwest,Missouri,St. Louis,Men's Apparel,45.0,250,11250,3938,In-store,1185732_2021-05-19_Men's Apparel_In-store_St. Louis_250_45.0
West Gear,1128299,2021-03-23,West,Oregon,Portland,Women's Athletic Footwear,50.0,250,12500,4375,In-store,1128299_2021-03-23_Women's Athletic Footwear_In-store_Portland_250_50.0
West Gear,1128299,2021-08-24,West,Oregon,Portland,Women's Apparel,75.0,250,18750,5625,In-store,1128299_2021-08-24_Women's Apparel_In-store_Portland_250_75.0
West Gear,1128299,2021-09-25,West,Oregon,Portland,Women's Street Footwear,50.0,250,12500,4375,In-store,1128299_2021-09-25_Women's Street Footwear_In-store_Portland_250_50.0
West Gear,1128299,2021-09-25,West,Oregon,Portland,Women's Apparel,45.0,250,11250,3375,In-store,1128299_2021-09-25_Women's Apparel_In-store_Portland_250_45.0
West Gear,1128299,2021-01-17,West,Oregon,Portland,Women's Athletic Footwear,45.0,250,11250,4500,In-store,1128299_2021-01-17_Women's Athletic Footwear_In-store_Portland_250_45.0
West Gear,1128299,2021-02-17,South,Louisiana,New Orleans,Women's Athletic Footwear,45.0,250,11250,4500,In-store,1128299_2021-02-17_Women's Athletic Footwear_In-store_New Orleans_250_45.0
West Gear,1128299,2021-09-18,South,Louisiana,New Orleans,Women's Athletic Footwear,45.0,250,11250,4500,Online,1128299_2021-09-18_Women's Athletic Footwear_Online_New Orleans_250_45.0
Foot Locker,1197831,2021-02-04,West,Idaho,Boise,Men's Apparel,40.0,250,10000,2500,Online,1197831_2021-02-04_Men's Apparel_Online_Boise_250_40.0
West Gear,1197831,2021-03-06,West,Idaho,Boise,Men's Apparel,40.0,250,10000,3000,Online,1197831_2021-03-06_Men's Apparel_Online_Boise_250_40.0
Foot Locker,1128299,2021-04-23,West,Arizona,Phoenix,Women's Athletic Footwear,50.0,250,12500,4375,Online,1128299_2021-04-23_Women's Athletic Footwear_Online_Phoenix_250_50.0
Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Men's Apparel,60.0,250,15000,4500,Online,1128299_2021-05-27_Men's Apparel_Online_Albuquerque_250_60.0
Sports Direct,1128299,2021-01-13,West,New Mexico,Albuquerque,Men's Apparel,45.0,250,11250,3938,Online,1128299_2021-01-13_Men's Apparel_Online_Albuquerque_250_45.0
Sports Direct,1128299,2021-02-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,40.0,250,10000,4000,Online,1128299_2021-02-13_Women's Athletic Footwear_Online_Atlanta_250_40.0
Sports Direct,1128299,2021-03-12,Southeast,Georgia,Atlanta,Women's Athletic Footwear,50.0,250,12500,5000,Online,1128299_2021-03-12_Women's Athletic Footwear_Online_Atlanta_250_50.0
Amazon,1185732,2021-03-21,Southeast,Kentucky,Louisville,Women's Apparel,45.0,250,11250,4500,Online,1185732_2021-03-21_Women's Apparel_Online_Louisville_250_45.0
Amazon,1185732,2021-04-22,Southeast,Kentucky,Louisville,Women's Apparel,40.0,250,10000,4000,Online,1185732_2021-04-22_Women's Apparel_Online_Louisville_250_40.0
Amazon,1185732,2021-07-21,Southeast,Kentucky,Louisville,Men's Apparel,50.0,250,12500,4375,Online,1185732_2021-07-21_Men's Apparel_Online_Louisville_250_50.0
Amazon,1185732,2021-08-22,Southeast,Kentucky,Louisville,Women's Athletic Footwear,40.0,250,10000,4000,Online,1185732_2021-08-22_Women's Athletic Footwear_Online_Louisville_250_40.0
Walmart,1197831,2021-04-20,South,Arkansas,Little Rock,Men's Apparel,40.0,250,10000,3500,Online,1197831_2021-04-20_Men's Apparel_Online_Little Rock_250_40.0
West Gear,1197831,2021-05-19,South,Oklahoma,Oklahoma City,Men's Apparel,45.0,250,11250,3938,Online,1197831_2021-05-19_Men's Apparel_Online_Oklahoma City_250_45.0
Foot Locker,1197831,2021-11-13,Midwest,Kansas,Wichita,Men's Apparel,75.0,250,18750,6563,Online,1197831_2021-11-13_Men's Apparel_Online_Wichita_250_75.0
Foot Locker,1185732,2021-05-13,Midwest,South Dakota,Sioux Falls,Women's Apparel,60.0,250,15000,6000,Online,1185732_2021-05-13_Women's Apparel_Online_Sioux Falls_250_60.0
Foot Locker,1185732,2021-06-12,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,40.0,250,10000,3000,Online,1185732_2021-06-12_Men's Athletic Footwear_Online_Sioux Falls_250_40.0
Foot Locker,1185732,2021-10-12,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,45.0,250,11250,3375,Online,1185732_2021-10-12_Men's Athletic Footwear_Online_Sioux Falls_250_45.0
Sports Direct,1185732,2021-10-12,Midwest,South Dakota,Sioux Falls,Women's Apparel,60.0,250,15000,6000,Online,1185732_2021-10-12_Women's Apparel_Online_Sioux Falls_250_60.0
Sports Direct,1185732,2021-11-12,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,45.0,250,11250,3375,Online,1185732_2021-11-12_Men's Athletic Footwear_Online_Sioux Falls_250_45.0
Sports Direct,1185732,2021-11-12,Midwest,South Dakota,Sioux Falls,Women's Apparel,65.0,250,16250,6500,Online,1185732_2021-11-12_Women's Apparel_Online_Sioux Falls_250_65.0
Sports Direct,1185732,2021-12-11,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,50.0,250,12500,3750,Online,1185732_2021-12-11_Women's Street Footwear_Online_Sioux Falls_250_50.0
Sports Direct,1185732,2021-05-10,Midwest,North Dakota,Fargo,Women's Apparel,55.0,250,13750,5500,In-store,1185732_2021-05-10_Women's Apparel_In-store_Fargo_250_55.0
Sports Direct,1185732,2021-10-09,Midwest,North Dakota,Fargo,Men's Athletic Footwear,40.0,250,10000,3000,In-store,1185732_2021-10-09_Men's Athletic Footwear_In-store_Fargo_250_40.0
Foot Locker,1185732,2021-10-09,Midwest,North Dakota,Fargo,Women's Apparel,55.0,250,13750,5500,In-store,1185732_2021-10-09_Women's Apparel_In-store_Fargo_250_55.0
Foot Locker,1185732,2021-11-09,Midwest,North Dakota,Fargo,Men's Athletic Footwear,40.0,250,10000,3000,In-store,1185732_2021-11-09_Men's Athletic Footwear_In-store_Fargo_250_40.0
Foot Locker,1185732,2021-11-09,Midwest,North Dakota,Fargo,Women's Apparel,65.0,250,16250,6500,In-store,1185732_2021-11-09_Women's Apparel_In-store_Fargo_250_65.0
Foot Locker,1185732,2021-12-08,Midwest,North Dakota,Fargo,Women's Street Footwear,50.0,250,12500,3750,In-store,1185732_2021-12-08_Women's Street Footwear_In-store_Fargo_250_50.0
Foot Locker,1185732,2021-04-06,Midwest,Iowa,Des Moines,Women's Apparel,50.0,250,12500,5000,In-store,1185732_2021-04-06_Women's Apparel_In-store_Des Moines_250_50.0
West Gear,1185732,2021-10-06,Midwest,Iowa,Des Moines,Women's Apparel,50.0,250,12500,5000,In-store,1185732_2021-10-06_Women's Apparel_In-store_Des Moines_250_50.0
West Gear,1185732,2021-10-03,Midwest,Wisconsin,Milwaukee,Women's Apparel,50.0,250,12500,5000,In-store,1185732_2021-10-03_Women's Apparel_In-store_Milwaukee_250_50.0
West Gear,1185732,2021-12-02,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,50.0,250,12500,3750,In-store,1185732_2021-12-02_Women's Athletic Footwear_In-store_Milwaukee_250_50.0
West Gear,1185732,2021-12-02,Midwest,Wisconsin,Milwaukee,Men's Apparel,60.0,250,15000,7500,In-store,1185732_2021-12-02_Men's Apparel_In-store_Milwaukee_250_60.0
West Gear,1185732,2021-05-11,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,40.0,250,10000,4000,In-store,1185732_2021-05-11_Men's Athletic Footwear_In-store_Indianapolis_250_40.0
West Gear,1185732,2021-11-10,Midwest,Indiana,Indianapolis,Men's Apparel,60.0,250,15000,4500,In-store,1185732_2021-11-10_Men's Apparel_In-store_Indianapolis_250_60.0
West Gear,1185732,2021-02-17,Northeast,West Virginia,Charleston,Men's Apparel,50.0,250,12500,5000,In-store,1185732_2021-02-17_Men's Apparel_In-store_Charleston_250_50.0
West Gear,1185732,2021-08-17,Northeast,West Virginia,Charleston,Men's Apparel,50.0,250,12500,5000,In-store,1185732_2021-08-17_Men's Apparel_In-store_Charleston_250_50.0
West Gear,1185732,2021-05-20,Northeast,Maryland,Baltimore,Women's Apparel,55.0,250,13750,4125,In-store,1185732_2021-05-20_Women's Apparel_In-store_Baltimore_250_55.0
West Gear,1185732,2021-06-22,Northeast,Maryland,Baltimore,Men's Athletic Footwear,45.0,250,11250,3938,In-store,1185732_2021-06-22_Men's Athletic Footwear_In-store_Baltimore_250_45.0
Foot Locker,1185732,2021-12-20,Northeast,Maryland,Baltimore,Men's Athletic Footwear,50.0,250,12500,4375,In-store,1185732_2021-12-20_Men's Athletic Footwear_In-store_Baltimore_250_50.0
Foot Locker,1185732,2021-03-13,Northeast,Delaware,Wilmington,Men's Athletic Footwear,40.0,250,10000,3500,In-store,1185732_2021-03-13_Men's Athletic Footwear_In-store_Wilmington_250_40.0
Foot Locker,1185732,2021-05-13,Northeast,Delaware,Wilmington,Women's Athletic Footwear,45.0,250,11250,4500,In-store,1185732_2021-05-13_Women's Athletic Footwear_In-store_Wilmington_250_45.0
Foot Locker,1185732,2021-08-14,Northeast,Delaware,Wilmington,Women's Athletic Footwear,45.0,250,11250,4500,In-store,1185732_2021-08-14_Women's Athletic Footwear_In-store_Wilmington_250_45.0
Kohl's,1185732,2021-05-06,Northeast,New Jersey,Newark,Women's Street Footwear,40.0,250,10000,4000,In-store,1185732_2021-05-06_Women's Street Footwear_In-store_Newark_250_40.0
Kohl's,1185732,2021-06-08,Northeast,New Jersey,Newark,Women's Athletic Footwear,40.0,250,10000,4000,In-store,1185732_2021-06-08_Women's Athletic Footwear_In-store_Newark_250_40.0
Kohl's,1185732,2021-06-08,Northeast,New Jersey,Newark,Men's Apparel,50.0,250,12500,3750,In-store,1185732_2021-06-08_Men's Apparel_In-store_Newark_250_50.0
Kohl's,1185732,2021-07-06,Northeast,New Jersey,Newark,Women's Athletic Footwear,40.0,250,10000,4000,In-store,1185732_2021-07-06_Women's Athletic Footwear_In-store_Newark_250_40.0
Kohl's,1185732,2021-09-06,Northeast,New Jersey,Newark,Women's Apparel,55.0,250,13750,5500,In-store,1185732_2021-09-06_Women's Apparel_In-store_Newark_250_55.0
Kohl's,1185732,2021-10-08,Northeast,New Jersey,Newark,Men's Athletic Footwear,50.0,250,12500,4375,In-store,1185732_2021-10-08_Men's Athletic Footwear_In-store_Newark_250_50.0
Sports Direct,1185732,2021-10-08,Northeast,New Jersey,Newark,Women's Apparel,65.0,250,16250,6500,In-store,1185732_2021-10-08_Women's Apparel_In-store_Newark_250_65.0
Sports Direct,1185732,2021-11-07,Northeast,New Jersey,Newark,Women's Athletic Footwear,50.0,250,12500,5000,In-store,1185732_2021-11-07_Women's Athletic Footwear_In-store_Newark_250_50.0
Sports Direct,1185732,2021-03-03,Northeast,Connecticut,Hartford,Women's Apparel,40.0,250,10000,3500,In-store,1185732_2021-03-03_Women's Apparel_In-store_Hartford_250_40.0
Sports Direct,1185732,2021-05-03,Northeast,Connecticut,Hartford,Men's Athletic Footwear,50.0,250,12500,5000,In-store,1185732_2021-05-03_Men's Athletic Footwear_In-store_Hartford_250_50.0
